Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Bwd Act Data Pkts,Fwd Seg Size Min,Bwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Fwd TCP Retrans. Count,Bwd TCP Retrans. Count,Total TCP Retrans. Count,Total TCP Flow Time,Label
192.168.175.102-192.168.175.43-50580-80-6,192.168.175.102,50580,192.168.175.43,80,6,2024-11-07 02:41:27.716735,704100,7,6,258.0,4463.0,258.0,0.0,36.857142857142854,97.51483403638062,4086.0,0.0,743.8333333333334,1644.2503965840076,6705.013492401648,18.46328646499077,58674.99999999999,148636.36647322765,494760.0,0.0,704067.0,117344.5,202063.21234381085,497212.0,0.0,703650.0,140730.0,215359.138193623,494760.0,1695.0,1,2,0,0,0,0,152,132,9.94176963499503,8.52151682999574,0.0,4086.0,363.15384615384613,1125.0792450722338,1265803.3076923077,2,2,0,3,12,0,0,0,0.8571428571428571,363.15384615384613,36.857142857142854,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,704100,NeedManualLabel
192.168.175.102-192.168.175.43-50515-80-6,192.168.175.102,50515,192.168.175.43,80,6,2024-11-07 02:41:26.216802,246674,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,18412.96610100781,52.70113591217558,20556.166666666668,60920.48059834503,213125.0,0.0,246604.0,41100.66666666667,84626.82212553339,213125.0,0.0,246658.0,49331.6,92161.58554842684,213677.0,1096.0,1,2,0,0,0,0,152,132,28.377534721940698,24.323601190234886,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,246674,NeedManualLabel
192.168.175.102-192.168.175.43-50548-80-6,192.168.175.102,50548,192.168.175.43,80,6,2024-11-07 02:41:26.975245,173394,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,26194.678016540365,74.9737591842855,14449.499999999998,33374.88402839912,114744.0,0.0,173327.0,28887.833333333336,44549.71359915422,114744.0,0.0,172975.0,34595.0,47646.32405548197,115902.0,713.0,1,2,0,0,0,0,152,132,40.37048571461527,34.603273469670235,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,173394,NeedManualLabel
192.168.175.102-192.168.175.43-50600-80-6,192.168.175.102,50600,192.168.175.43,80,6,2024-11-07 02:41:28.302187,125692,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,36135.951373197975,103.42742577093212,10474.333333333332,29324.711776723037,102494.0,0.0,125668.0,20944.666666666668,40510.015648807974,102494.0,0.0,125653.0,25130.6,44007.65408766979,103097.0,861.0,1,2,0,0,0,0,152,132,55.69169079973268,47.73573497119944,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,125692,NeedManualLabel
192.168.175.102-192.168.175.43-50561-80-6,192.168.175.102,50561,192.168.175.43,80,6,2024-11-07 02:41:27.273502,127607,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,35593.65865508946,101.87528897317546,10633.916666666666,32000.92049658553,111614.0,0.0,127580.0,21263.333333333336,44570.87720773136,111614.0,0.0,127565.0,25513.0,48543.96163273039,111872.0,396.0,1,2,0,0,0,0,152,132,54.85592483170986,47.019364141465594,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,127607,NeedManualLabel
192.168.175.102-192.168.175.43-50529-80-6,192.168.175.102,50529,192.168.175.43,80,6,2024-11-07 02:41:26.589369,118195,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,38428.021489910745,109.98773213756928,9849.583333333332,29072.09272405515,101824.0,1.0,115970.0,19328.333333333336,40561.74858492502,101824.0,1.0,118106.0,23621.2,45186.58408974947,104231.0,277.0,1,2,0,0,0,0,152,132,59.22416345869115,50.76356867887813,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,118195,NeedManualLabel
192.168.175.102-192.168.175.43-50534-80-6,192.168.175.102,50534,192.168.175.43,80,6,2024-11-07 02:41:26.699745,162117,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,28016.80267954625,80.18899930297253,13509.75,33529.14990958004,114653.0,0.0,162033.0,27005.5,45877.51072911433,114653.0,0.0,161784.0,32356.8,48474.249624929726,114988.0,1251.0,1,2,0,0,0,0,152,132,43.17869193236983,37.01030737060271,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,162117,NeedManualLabel
192.168.175.102-192.168.175.43-50495-80-6,192.168.175.102,50495,192.168.175.43,80,6,2024-11-07 02:41:25.661343,256454,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,17710.778541180873,50.69135205533936,21371.16666666667,40579.49965602501,108034.0,0.0,256425.0,42737.5,52325.07623214705,112837.0,0.0,255867.0,51173.4,52329.62227839983,108034.0,1142.0,1,2,0,0,0,0,152,132,27.295343414413498,23.396008640925857,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,256454,NeedManualLabel
192.168.175.102-192.168.175.43-50604-80-6,192.168.175.102,50604,192.168.175.43,80,6,2024-11-07 02:41:28.407140,363587,7,6,258.0,4463.0,258.0,0.0,36.857142857142854,97.51483403638062,4086.0,0.0,743.8333333333334,1644.2503965840076,12984.512647591911,35.75485372139268,30298.916666666664,77366.60496793919,257188.0,0.0,363568.0,60594.666666666664,105367.6922546312,258516.0,0.0,363540.0,72708.0,112394.53054530724,257188.0,462.0,1,2,0,0,0,0,152,132,19.252613542288366,16.502240179104312,0.0,4086.0,363.15384615384613,1125.0792450722338,1265803.3076923077,2,2,0,3,12,0,0,0,0.8571428571428571,363.15384615384613,36.857142857142854,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,363587,NeedManualLabel
192.168.175.102-192.168.175.43-50488-80-6,192.168.175.102,50488,192.168.175.43,80,6,2024-11-07 02:41:25.352431,787278,7,6,213.0,4521.0,213.0,0.0,30.42857142857143,80.5064327509654,4086.0,0.0,753.5,1641.8311423529522,6013.12369963342,16.51259148610783,65606.5,184985.3342125458,645011.0,0.0,787234.0,131205.66666666666,255631.4128613044,646529.0,0.0,786436.0,157287.2,275921.6950082034,645011.0,273.0,1,2,0,0,0,0,152,132,8.891395415596524,7.6211960705113055,0.0,4086.0,364.15384615384613,1125.688148508417,1267173.8076923077,2,2,0,3,12,0,0,0,0.8571428571428571,364.15384615384613,30.428571428571427,753.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,787278,NeedManualLabel
192.168.175.102-192.168.175.43-50635-80-6,192.168.175.102,50635,192.168.175.43,80,6,2024-11-07 02:41:28.859236,291319,7,6,258.0,4463.0,258.0,0.0,36.857142857142854,97.51483403638062,4086.0,0.0,743.8333333333334,1644.2503965840076,16205.60279281475,44.62462111980338,24276.583333333332,57959.275678481725,182083.0,0.0,291284.0,48547.33333333333,78183.37357179381,183944.0,0.0,291099.0,58219.8,82568.3407983956,182083.0,214.0,1,2,0,0,0,0,152,132,24.028642141432588,20.59597897837079,0.0,4086.0,363.15384615384613,1125.0792450722338,1265803.3076923077,2,2,0,3,12,0,0,0,0.8571428571428571,363.15384615384613,36.857142857142854,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,291319,NeedManualLabel
192.168.175.102-192.168.175.43-50491-80-6,192.168.175.102,50491,192.168.175.43,80,6,2024-11-07 02:41:25.388638,757382,7,6,215.0,4521.0,215.0,0.0,30.714285714285715,81.26236169698386,4086.0,0.0,753.5,1641.8311423529522,6253.1192977916035,17.16438996437729,63115.16666666666,166215.2716530493,579609.0,0.0,757352.0,126225.33333333333,227037.22236643636,581006.0,0.0,757014.0,151402.8,243601.4142327585,579609.0,623.0,1,2,0,0,0,0,152,132,9.242363826972387,7.922026137404902,0.0,4086.0,364.30769230769226,1125.665905484052,1267123.7307692308,2,2,0,3,12,0,0,0,0.8571428571428571,364.3076923076923,30.714285714285715,753.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,757382,NeedManualLabel
192.168.175.102-192.168.175.43-50657-80-6,192.168.175.102,50657,192.168.175.43,80,6,2024-11-07 02:41:29.180955,336028,7,6,259.0,4463.0,259.0,0.0,37.0,97.89279850938985,4086.0,0.0,743.8333333333334,1644.2503965840076,14052.400395205163,38.68725225278846,28002.333333333336,70405.44059340525,231146.0,0.0,336004.0,56000.66666666667,95420.4126875726,232023.0,0.0,336003.0,67200.59999999999,101749.42153545641,231146.0,420.0,1,2,0,0,0,0,152,132,20.831597366886093,17.855654885902364,0.0,4086.0,363.2307692307692,1125.0714906059789,1265785.858974359,2,2,0,3,12,0,0,0,0.8571428571428571,363.2307692307692,37.0,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,336028,NeedManualLabel
192.168.175.102-192.168.175.43-50544-80-6,192.168.175.102,50544,192.168.175.43,80,6,2024-11-07 02:41:26.861779,163959,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,27702.047463085284,79.28811471160473,13663.25,28597.679191039897,98009.0,0.0,163835.0,27305.833333333336,37521.55968728734,98009.0,0.0,162766.0,32553.2,38912.35351016435,98427.0,3060.0,1,2,0,0,0,0,152,132,42.693600229325625,36.59451448227911,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,163959,NeedManualLabel
192.168.175.102-192.168.175.43-50551-80-6,192.168.175.102,50551,192.168.175.43,80,6,2024-11-07 02:41:27.027267,178059,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,25508.39890148771,73.00950808439899,14838.250000000002,31030.7886347649,96892.0,0.0,178029.0,29671.5,44218.570378292425,96892.0,0.0,177984.0,35596.8,48716.98720877554,110246.0,576.0,1,2,0,0,0,0,152,132,39.31281204544561,33.696696038953384,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,178059,NeedManualLabel
192.168.175.102-192.168.175.43-50652-80-6,192.168.175.102,50652,192.168.175.43,80,6,2024-11-07 02:41:29.087457,127225,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,35700.530556101396,102.18117508351345,10602.083333333332,29159.017851829878,102152.0,0.0,127180.0,21196.666666666664,40097.390142834316,102152.0,0.0,127193.0,25438.6,43393.654159335325,102422.0,723.0,1,2,0,0,0,0,152,132,55.02063273727648,47.16054234623698,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,127225,NeedManualLabel
192.168.175.102-192.168.175.43-50589-80-6,192.168.175.102,50589,192.168.175.43,80,6,2024-11-07 02:41:28.052415,204005,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,22264.160192152154,63.72392833508983,17000.41666666667,34329.36911863271,109178.0,1.0,203977.0,33996.166666666664,44488.397428618024,109178.0,1.0,203946.0,40789.2,52637.702473607256,122620.0,1400.0,1,2,0,0,0,0,152,132,34.31288448812529,29.411043846964535,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,204005,NeedManualLabel
192.168.175.102-192.168.175.43-50497-80-6,192.168.175.102,50497,192.168.175.43,80,6,2024-11-07 02:41:25.793123,158250,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,28701.421800947868,82.14849921011059,13187.5,29425.419343578684,100598.0,0.0,158210.0,26368.333333333336,39860.68261164962,100598.0,0.0,157924.0,31584.800000000003,44318.39097598197,106607.0,416.0,1,2,0,0,0,0,152,132,44.23380726698262,37.91469194312796,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,158250,NeedManualLabel
192.168.175.102-192.168.175.43-50519-80-6,192.168.175.102,50519,192.168.175.43,80,6,2024-11-07 02:41:26.348833,121856,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,37273.503151260506,106.68329831932773,10154.666666666668,29638.78022374597,103240.0,0.0,121657.0,20276.166666666668,41140.70764299839,103240.0,0.0,121828.0,24365.6,44761.90521302685,103634.0,357.0,1,2,0,0,0,0,152,132,57.44485294117647,49.238445378151255,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,121856,NeedManualLabel
192.168.175.102-192.168.175.43-50582-80-6,192.168.175.102,50582,192.168.175.43,80,6,2024-11-07 02:41:27.741020,324080,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,14015.058010367811,40.11355220933103,27006.666666666664,48720.92422495014,133610.0,0.0,323693.0,53948.83333333333,60036.96727322814,133610.0,0.0,324044.0,64808.8,60091.08797650447,134273.0,1848.0,1,2,0,0,0,0,152,132,21.599605035793633,18.5139471735374,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,324080,NeedManualLabel
192.168.175.102-192.168.175.43-50674-80-6,192.168.175.102,50674,192.168.175.43,80,6,2024-11-07 02:41:32.619140,7054,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.5812305075134,1410.8,2039.5176390509596,5037.0,294.0,7054.0,2351.3333333333335,2344.804967013959,5037.0,711.0,6337.0,6337.0,0.0,6337.0,6337.0,0,0,0,0,0,0,92,52,567.0541536716756,283.5270768358378,0.0,0.0,0.0,0.0,0.0,2,2,0,0,5,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,0,0,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,7054,NeedManualLabel
192.168.175.102-192.168.175.43-50466-80-6,192.168.175.102,50466,192.168.175.43,80,6,2024-11-07 02:41:24.754195,508961,7,6,88.0,3823.0,88.0,0.0,12.571428571428573,33.26087362481199,3487.0,0.0,637.1666666666667,1402.5816791426682,7684.282292749346,25.54223211601675,42413.41666666667,100770.92594183226,343337.0,0.0,508945.0,84824.16666666667,134366.83807013792,343337.0,0.0,508920.0,101784.0,143143.25940644217,343866.0,10.0,1,2,0,0,0,0,152,132,13.753509600932095,11.788722515084652,0.0,3487.0,300.84615384615387,961.9078131638403,925266.6410256414,2,2,0,3,12,0,0,0,0.8571428571428571,300.84615384615387,12.571428571428571,637.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,508961,NeedManualLabel
192.168.175.102-192.168.175.43-50513-80-6,192.168.175.102,50513,192.168.175.43,80,6,2024-11-07 02:41:26.207157,492668,7,6,258.0,4463.0,258.0,0.0,36.857142857142854,97.51483403638062,4086.0,0.0,743.8333333333334,1644.2503965840076,9582.518044606104,26.386938059707553,41055.666666666664,108295.64761785073,366591.0,0.0,492588.0,82098.0,148167.27970911798,367917.0,0.0,492640.0,98528.0,158769.7988110459,366591.0,489.0,1,2,0,0,0,0,152,132,14.20835126291945,12.178586796788101,0.0,4086.0,363.15384615384613,1125.0792450722338,1265803.3076923077,2,2,0,3,12,0,0,0,0.8571428571428571,363.15384615384613,36.857142857142854,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,492668,NeedManualLabel
192.168.175.102-192.168.175.43-50592-80-6,192.168.175.102,50592,192.168.175.43,80,6,2024-11-07 02:41:28.064713,526327,7,6,260.0,4463.0,260.0,0.0,37.142857142857146,98.27076298239909,4086.0,0.0,743.8333333333334,1644.2503965840076,8973.508864261192,24.699473901205906,43860.58333333334,119556.21581153465,412238.0,0.0,526287.0,87714.5,167034.25741775247,418715.0,0.0,525741.0,105148.2,176956.4496809879,412238.0,239.0,1,2,0,0,0,0,152,132,13.299716716033949,11.399757185171955,0.0,4086.0,363.3076923076923,1125.063804458469,1265768.564102564,2,2,0,3,12,0,0,0,0.8571428571428571,363.3076923076923,37.142857142857146,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,526327,NeedManualLabel
192.168.175.102-192.168.175.43-50598-80-6,192.168.175.102,50598,192.168.175.43,80,6,2024-11-07 02:41:28.257030,148779,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,30528.50200633154,87.37792295955747,12398.25,31331.72916078118,107325.0,0.0,148752.0,24792.0,42861.2099129271,107325.0,0.0,148741.0,29748.2,45766.36451806064,108013.0,347.0,1,2,0,0,0,0,152,132,47.049650824377096,40.32827213518037,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,148779,NeedManualLabel
192.168.175.102-192.168.175.43-50503-80-6,192.168.175.102,50503,192.168.175.43,80,6,2024-11-07 02:41:25.961026,615477,7,6,257.0,4463.0,257.0,0.0,36.71428571428571,97.1368695633714,4086.0,0.0,743.8333333333334,1644.2503965840076,7668.848714086797,21.12182908540855,51289.75,126184.5876362554,407774.0,0.0,615455.0,102575.83333333333,169895.42447331143,408677.0,0.0,615246.0,123049.19999999998,181066.09108471966,407774.0,533.0,1,2,0,0,0,0,152,132,11.373292584450759,9.748536500957792,0.0,4086.0,363.0769230769231,1125.0870678558217,1265820.9102564103,2,2,0,3,12,0,0,0,0.8571428571428571,363.0769230769231,36.714285714285715,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,615477,NeedManualLabel
192.168.175.102-192.168.175.43-50664-80-6,192.168.175.102,50664,192.168.175.43,80,6,2024-11-07 02:41:29.391466,3227823,7,6,260.0,4463.0,260.0,0.0,37.142857142857146,98.27076298239909,4086.0,0.0,743.8333333333334,1644.2503965840076,1463.2153002193738,4.027482299989807,268985.25,897084.4589243864,3115909.0,0.0,3227674.0,537945.6666666666,1264196.052773883,3116979.0,0.0,3227789.0,645557.8,1381757.9628942618,3115909.0,476.0,1,2,0,0,0,0,152,132,2.1686443153791273,1.8588379846106804,0.0,4086.0,363.3076923076923,1125.063804458469,1265768.564102564,2,2,0,3,12,0,0,0,0.8571428571428571,363.3076923076923,37.142857142857146,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,7.0,260.0,6.0,4463.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,3227823,NeedManualLabel
192.168.175.102-192.168.175.43-50522-80-6,192.168.175.102,50522,192.168.175.43,80,6,2024-11-07 02:41:26.372053,242064,7,6,88.0,4454.0,88.0,0.0,12.571428571428573,33.26087362481199,4019.0,0.0,742.3333333333333,1614.6351497061703,18763.632758278804,53.704805340736335,20172.0,57096.19389161673,199016.0,0.0,241775.0,40295.833333333336,79512.11285437376,199016.0,0.0,242031.0,48406.2,87476.29234655524,202984.0,977.0,1,2,0,0,0,0,152,132,28.917972106550334,24.786833234186002,0.0,4019.0,349.38461538461536,1109.1447559915657,1230202.08974359,2,2,0,3,12,0,0,0,0.8571428571428571,349.38461538461536,12.571428571428571,742.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,242064,NeedManualLabel
192.168.175.102-192.168.175.43-50573-80-6,192.168.175.102,50573,192.168.175.43,80,6,2024-11-07 02:41:27.551457,660371,7,6,258.0,4463.0,258.0,0.0,36.857142857142854,97.51483403638062,4086.0,0.0,743.8333333333334,1644.2503965840076,7149.011691912576,19.685903832845476,55030.916666666664,141931.00623027328,476193.0,0.0,660296.0,110049.33333333333,193760.5661714134,478764.0,0.0,660313.0,132062.6,207007.43646255805,476193.0,299.0,1,2,0,0,0,0,152,132,10.600102063839872,9.085801769005604,0.0,4086.0,363.15384615384613,1125.0792450722338,1265803.3076923077,2,2,0,3,12,0,0,0,0.8571428571428571,363.15384615384613,36.857142857142854,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,660371,NeedManualLabel
192.168.175.102-192.168.175.43-50525-80-6,192.168.175.102,50525,192.168.175.43,80,6,2024-11-07 02:41:26.463406,512518,7,6,259.0,4463.0,259.0,0.0,37.0,97.89279850938985,4086.0,0.0,743.8333333333334,1644.2503965840076,9213.334946284813,25.364962791550735,42709.83333333333,115000.73017383479,394476.0,0.0,511839.0,85306.5,158031.9276244519,395954.0,0.0,512169.0,102433.80000000002,169667.81765909528,394476.0,656.0,1,2,0,0,0,0,152,132,13.658056887758088,11.706905903792647,0.0,4086.0,363.2307692307692,1125.0714906059789,1265785.858974359,2,2,0,3,12,0,0,0,0.8571428571428571,363.2307692307692,37.0,743.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,1,2,20,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,512518,NeedManualLabel
